id_transaksi,jenis_item,jumlah,tanggal pembelian,nama_customer,total
133893.0,Aksesoris Buku,3,10/29/2010,Tiffany Cline,1350000.0
133894.0,Alat Tulis,7,10/29/2010,James Brown,1225000.0
133894.0,Majalah Fashion,6,10/29/2010,James Brown,900000.0
133894.0,Novel Fiksi Ilmiah,3,10/29/2010,James Brown,180000.0
133894.0,Buku Biografi,1,10/29/2010,James Brown,25000.0
133894.0,Novel Romansa,3,10/29/2010,James Brown,990000.0
133894.0,Aksesoris Buku,6,10/29/2010,James Brown,3600000.0
133895.0,Majalah Berita,3,10/29/2010,Karen Oconnell,810000.0
133895.0,Novel Fiksi Ilmiah,5,10/29/2010,Karen Oconnell,3000000.0
133895.0,Novel Misteri,1,10/29/2010,Karen Oconnell,50000.0
133895.0,Buku Biografi,5,10/29/2010,Karen Oconnell,100000.0
133895.0,Aksesoris Buku,4,10/29/2010,Karen Oconnell,960000.0
133896.0,Buku Sejarah,2,10/29/2010,Rebecca English,400000.0
133896.0,Alat Tulis,3,10/29/2010,Rebecca English,900000.0
133896.0,Majalah Fashion,2,10/29/2010,Rebecca English,100000.0
133896.0,Majalah Seni,3,10/29/2010,Rebecca English,180000.0
133896.0,Majalah Berita,4,10/29/2010,Rebecca English,1440000.0
133896.0,Buku Biografi,5,1/20/2011,Rebecca English,500000.0
133896.0,Aksesoris Buku,7,3/22/2011,Rebecca English,5390000.0
133897.0,Novel Romansa,8,3/22/2011,Tim Mcdowell,7680000.0
133897.0,Alat Tulis,1,5/17/2011,Tim Mcdowell,100000.0
133897.0,Majalah Berita,8,5/17/2011,Tim Mcdowell,9600000.0
133897.0,Novel Fiksi Ilmiah,1,5/17/2011,Tim Mcdowell,120000.0
133898.0,Majalah Seni,7,5/17/2011,Derek Mendez,7350000.0
133898.0,Novel Fiksi Ilmiah,4,5/17/2011,Derek Mendez,1920000.0
133898.0,Buku Biografi,4,5/17/2011,Derek Mendez,320000.0
133898.0,Novel Romansa,6,5/17/2011,Derek Mendez,3240000.0
133898.0,Aksesoris Buku,5,5/17/2011,Derek Mendez,1250000.0
133899.0,Buku Sejarah,9,5/17/2011,Tami Townsend MD,12150000.0
133899.0,Majalah Fashion,9,5/17/2011,Tami Townsend MD,8910000.0
133899.0,Majalah Seni,9,5/17/2011,Tami Townsend MD,7290000.0
133899.0,Majalah Berita,7,5/17/2011,Tami Townsend MD,2940000.0
133899.0,Novel Fiksi Ilmiah,6,5/17/2011,Tami Townsend MD,3960000.0
133899.0,Buku Fiksi,7,5/17/2011,Tami Townsend MD,2450000.0
133899.0,Novel Romansa,5,5/17/2011,Tami Townsend MD,3250000.0
133899.0,Aksesoris Buku,1,5/17/2011,Tami Townsend MD,20000.0
133900.0,Alat Tulis,5,7/27/2011,Dalton Carroll Jr.,1250000.0
133900.0,Buku Anak-Anak,8,8/28/2011,Dalton Carroll Jr.,1280000.0
133900.0,Majalah Fashion,2,8/28/2011,Dalton Carroll Jr.,240000.0
133900.0,Majalah Seni,4,8/28/2011,Dalton Carroll Jr.,320000.0
133900.0,Majalah Berita,9,8/28/2011,Dalton Carroll Jr.,10530000.0
133900.0,Buku Biografi,2,8/28/2011,Dalton Carroll Jr.,200000.0
133900.0,Novel Romansa,3,8/28/2011,Dalton Carroll Jr.,180000.0
133901.0,Novel Romansa,5,8/28/2011,Yvonne Riddle,2500000.0
133901.0,Buku Biografi,2,8/28/2011,Yvonne Riddle,520000.0
133901.0,Buku Anak-Anak,5,8/28/2011,Yvonne Riddle,3750000.0
133901.0,Majalah Fashion,4,8/28/2011,Yvonne Riddle,2400000.0
133902.0,Buku Sejarah,8,8/28/2011,Lisa Jenkins,1280000.0
133902.0,Alat Tulis,1,8/28/2011,Lisa Jenkins,20000.0
133902.0,Buku Anak-Anak,5,8/28/2011,Lisa Jenkins,3000000.0
133902.0,Majalah Fashion,2,8/28/2011,Lisa Jenkins,520000.0
133903.0,Majalah Berita,8,8/28/2011,Victor Ortega,5760000.0
133903.0,Buku Sejarah,1,8/28/2011,Victor Ortega,90000.0
133903.0,Buku Biografi,1,10/20/2011,Victor Ortega,25000.0
133903.0,Aksesoris Buku,7,10/20/2011,Victor Ortega,2940000.0
133904.0,Majalah Seni,6,11/23/2011,Christopher Henry,1800000.0
133904.0,Majalah Berita,5,11/23/2011,Christopher Henry,625000.0
133904.0,Novel Misteri,5,1/25/2012,Christopher Henry,2750000.0
133904.0,Novel Romansa,7,1/25/2012,Christopher Henry,2940000.0
133904.0,Aksesoris Buku,5,1/25/2012,Christopher Henry,625000.0
133905.0,Alat Tulis,9,1/25/2012,Elizabeth Burns,12150000.0
133905.0,Buku Sejarah,3,1/25/2012,Elizabeth Burns,1170000.0
133905.0,Buku Anak-Anak,5,1/25/2012,Elizabeth Burns,2500000.0
133905.0,Majalah Fashion,1,1/25/2012,Elizabeth Burns,110000.0
133905.0,Majalah Berita,9,1/25/2012,Elizabeth Burns,1620000.0
133905.0,Novel Fiksi Ilmiah,4,1/25/2012,Elizabeth Burns,800000.0
133905.0,Buku Fiksi,3,1/25/2012,Elizabeth Burns,810000.0
133905.0,Buku Biografi,9,1/25/2012,Elizabeth Burns,7290000.0
133906.0,Alat Tulis,8,1/25/2012,John Calhoun,1280000.0
133906.0,Buku Sejarah,1,1/25/2012,John Calhoun,110000.0
133906.0,Novel Misteri,2,1/25/2012,John Calhoun,240000.0
133906.0,Novel Fiksi Ilmiah,3,1/25/2012,John Calhoun,450000.0
133907.0,Alat Tulis,3,1/25/2012,Sarah Moore,450000.0
133907.0,Buku Sejarah,6,1/25/2012,Sarah Moore,3960000.0
133907.0,Buku Anak-Anak,6,1/25/2012,Sarah Moore,3600000.0
133907.0,Majalah Fashion,4,1/25/2012,Sarah Moore,320000.0
133907.0,Buku Biografi,7,4/23/2012,Sarah Moore,5390000.0
133907.0,Novel Romansa,9,7/31/2012,Sarah Moore,8910000.0
133908.0,Alat Tulis,5,7/31/2012,Tabitha Dixon,2500000.0
133908.0,Majalah Seni,2,7/31/2012,Tabitha Dixon,80000.0
133908.0,Buku Sejarah,3,7/31/2012,Tabitha Dixon,990000.0
133908.0,Aksesoris Buku,5,7/31/2012,Tabitha Dixon,2500000.0
133909.0,Alat Tulis,9,7/31/2012,Ronnie Wells,2025000.0
133909.0,Buku Anak-Anak,6,7/31/2012,Ronnie Wells,1800000.0
133909.0,Majalah Berita,9,7/31/2012,Ronnie Wells,8100000.0
133909.0,Novel Fiksi Ilmiah,8,7/31/2012,Ronnie Wells,3840000.0
133909.0,Novel Misteri,2,7/31/2012,Ronnie Wells,360000.0
133909.0,Buku Biografi,1,7/31/2012,Ronnie Wells,100000.0
133909.0,Novel Romansa,1,7/31/2012,Ronnie Wells,25000.0
133909.0,Aksesoris Buku,1,7/31/2012,Ronnie Wells,25000.0
133910.0,Alat Tulis,7,7/31/2012,Julia King,2450000.0
133910.0,Majalah Fashion,8,7/31/2012,Julia King,3200000.0
133910.0,Majalah Berita,6,7/31/2012,Julia King,3600000.0
133910.0,Novel Fiksi Ilmiah,1,7/31/2012,Julia King,50000.0
133910.0,Buku Fiksi,5,7/31/2012,Julia King,100000.0
133910.0,Buku Biografi,7,7/31/2012,Julia King,1225000.0
133910.0,Novel Misteri,3,7/31/2012,Julia King,1080000.0
133911.0,Buku Sejarah,5,7/31/2012,Pam Rios,625000.0
133911.0,Alat Tulis,1,7/31/2012,Pam Rios,20000.0
133911.0,Buku Anak-Anak,5,7/31/2012,Pam Rios,2500000.0
133911.0,Majalah Fashion,9,7/31/2012,Pam Rios,10530000.0
133911.0,Majalah Seni,6,7/31/2012,Pam Rios,1800000.0
133911.0,Novel Fiksi Ilmiah,5,7/31/2012,Pam Rios,3250000.0
133911.0,Buku Biografi,4,7/31/2012,Pam Rios,80000.0
133911.0,Aksesoris Buku,3,7/31/2012,Pam Rios,1350000.0
133912.0,Buku Sejarah,9,7/31/2012,Elizabeth Dean,4050000.0
133912.0,Alat Tulis,3,7/31/2012,Elizabeth Dean,1350000.0
133912.0,Buku Anak-Anak,4,7/31/2012,Elizabeth Dean,2080000.0
133912.0,Novel Fiksi Ilmiah,7,7/31/2012,Elizabeth Dean,980000.0
133913.0,Buku Fiksi,2,7/31/2012,Randy Carlson,80000.0
133913.0,Majalah Berita,8,7/31/2012,Randy Carlson,7040000.0
133913.0,Buku Anak-Anak,5,7/31/2012,Randy Carlson,500000.0
133913.0,Aksesoris Buku,8,9/30/2012,Randy Carlson,3840000.0
133914.0,Novel Romansa,2,9/30/2012,Jeremy Stark,80000.0
133914.0,Majalah Seni,7,9/30/2012,Jeremy Stark,6370000.0
133914.0,Novel Misteri,3,9/30/2012,Jeremy Stark,180000.0
133914.0,Novel Fiksi Ilmiah,4,9/30/2012,Jeremy Stark,320000.0
133915.0,Alat Tulis,2,9/30/2012,Courtney Terry,520000.0
133915.0,Buku Anak-Anak,6,9/30/2012,Courtney Terry,3960000.0
133915.0,Majalah Fashion,4,9/30/2012,Courtney Terry,2080000.0
133915.0,Majalah Seni,4,9/30/2012,Courtney Terry,1920000.0
133915.0,Majalah Berita,8,9/30/2012,Courtney Terry,9600000.0
133915.0,Novel Fiksi Ilmiah,9,9/30/2012,Courtney Terry,8910000.0
133915.0,Buku Biografi,9,9/30/2012,Courtney Terry,1620000.0
133915.0,Aksesoris Buku,5,10/24/2012,Courtney Terry,3250000.0
133916.0,Novel Romansa,9,10/24/2012,Samantha Savage,180000.0
133916.0,Majalah Fashion,9,10/24/2012,Samantha Savage,1620000.0
133916.0,Majalah Berita,7,10/24/2012,Samantha Savage,2940000.0
133916.0,Novel Fiksi Ilmiah,6,10/24/2012,Samantha Savage,3240000.0
133917.0,Buku Sejarah,3,10/24/2012,James Burnett,1170000.0
133917.0,Alat Tulis,1,10/24/2012,James Burnett,50000.0
133917.0,Majalah Fashion,3,10/24/2012,James Burnett,1350000.0
133917.0,Majalah Seni,1,10/24/2012,James Burnett,150000.0
133917.0,Majalah Berita,1,10/24/2012,James Burnett,150000.0
133917.0,Novel Fiksi Ilmiah,4,10/24/2012,James Burnett,320000.0
133917.0,Buku Fiksi,7,10/24/2012,James Burnett,6370000.0
133917.0,Buku Biografi,6,10/24/2012,James Burnett,120000.0
133918.0,Alat Tulis,9,12/21/2012,Richard Nicholson,10530000.0
133918.0,Buku Sejarah,6,12/21/2012,Richard Nicholson,3600000.0
133918.0,Buku Anak-Anak,2,12/21/2012,Richard Nicholson,80000.0
133918.0,Majalah Seni,5,12/21/2012,Richard Nicholson,1250000.0
133918.0,Majalah Berita,3,12/21/2012,Richard Nicholson,450000.0
133918.0,Buku Fiksi,8,12/21/2012,Richard Nicholson,3840000.0
133919.0,Buku Anak-Anak,6,12/21/2012,Heather Price,2160000.0
133919.0,Majalah Fashion,4,3/10/2013,Heather Price,800000.0
133919.0,Majalah Seni,5,3/10/2013,Heather Price,2250000.0
133919.0,Majalah Berita,1,3/10/2013,Heather Price,100000.0
133919.0,Novel Fiksi Ilmiah,8,4/7/2013,Heather Price,3200000.0
133919.0,Buku Fiksi,6,4/7/2013,Heather Price,3240000.0
133919.0,Aksesoris Buku,2,4/7/2013,Heather Price,600000.0
133920.0,Alat Tulis,3,4/7/2013,Jeffery Newton,1170000.0
133920.0,Buku Sejarah,5,4/7/2013,Jeffery Newton,2250000.0
133920.0,Buku Anak-Anak,7,5/30/2013,Jeffery Newton,980000.0
133920.0,Buku Fiksi,8,5/30/2013,Jeffery Newton,7680000.0
133920.0,Buku Biografi,1,5/30/2013,Jeffery Newton,50000.0
133921.0,Alat Tulis,5,5/30/2013,Michael Buchanan,3000000.0
133921.0,Buku Anak-Anak,4,5/30/2013,Michael Buchanan,1920000.0
133921.0,Majalah Fashion,7,5/30/2013,Michael Buchanan,4900000.0
133921.0,Majalah Seni,4,5/30/2013,Michael Buchanan,1920000.0
133921.0,Novel Misteri,4,5/30/2013,Michael Buchanan,80000.0
133921.0,Novel Romansa,7,5/30/2013,Michael Buchanan,2450000.0
133921.0,Aksesoris Buku,2,5/30/2013,Michael Buchanan,40000.0
133922.0,Alat Tulis,1,5/30/2013,Raymond Ruiz,90000.0
133922.0,Buku Sejarah,8,5/30/2013,Raymond Ruiz,1600000.0
133922.0,Buku Anak-Anak,4,5/30/2013,Raymond Ruiz,400000.0
133922.0,Majalah Fashion,7,7/17/2013,Raymond Ruiz,4410000.0
133922.0,Majalah Seni,3,7/17/2013,Raymond Ruiz,450000.0
133922.0,Buku Biografi,6,7/17/2013,Raymond Ruiz,120000.0
133923.0,Majalah Fashion,9,7/17/2013,Angela Conway,1620000.0
133923.0,Majalah Seni,1,7/17/2013,Angela Conway,150000.0
133923.0,Buku Fiksi,4,7/17/2013,Angela Conway,320000.0
133923.0,Buku Biografi,8,7/17/2013,Angela Conway,160000.0
133924.0,Alat Tulis,8,7/17/2013,Laura Hoover,6400000.0
133924.0,Buku Sejarah,9,7/17/2013,Laura Hoover,8910000.0
133924.0,Buku Anak-Anak,8,7/17/2013,Laura Hoover,7040000.0
133924.0,Majalah Berita,3,7/17/2013,Laura Hoover,450000.0
133924.0,Novel Misteri,9,7/17/2013,Laura Hoover,12150000.0
133924.0,Novel Romansa,5,7/17/2013,Laura Hoover,3750000.0
133924.0,Aksesoris Buku,1,9/24/2013,Laura Hoover,50000.0
133925.0,Majalah Fashion,7,9/24/2013,Patrick Smith,1225000.0
133925.0,Majalah Seni,1,9/24/2013,Patrick Smith,100000.0
133925.0,Majalah Berita,9,9/24/2013,Patrick Smith,1620000.0
133925.0,Novel Fiksi Ilmiah,5,9/24/2013,Patrick Smith,1500000.0
133925.0,Buku Fiksi,5,9/24/2013,Patrick Smith,2750000.0
133925.0,Novel Misteri,9,9/24/2013,Patrick Smith,4860000.0
133926.0,Novel Romansa,8,9/24/2013,Dr. Lucas Moore,7680000.0
133926.0,Majalah Berita,2,9/24/2013,Dr. Lucas Moore,440000.0
133926.0,Aksesoris Buku,6,9/24/2013,Dr. Lucas Moore,3600000.0
133926.0,Buku Sejarah,4,9/24/2013,Dr. Lucas Moore,320000.0
133927.0,Alat Tulis,1,9/24/2013,Angela Mercer,110000.0
133927.0,Buku Anak-Anak,8,9/24/2013,Angela Mercer,7040000.0
133927.0,Majalah Seni,4,9/24/2013,Angela Mercer,2400000.0
133927.0,Buku Fiksi,2,9/24/2013,Angela Mercer,80000.0
133927.0,Buku Biografi,7,9/24/2013,Angela Mercer,5880000.0
133928.0,Majalah Seni,5,9/24/2013,Jill Perez,2250000.0
133928.0,Alat Tulis,7,9/24/2013,Jill Perez,4410000.0
133928.0,Buku Anak-Anak,5,9/24/2013,Jill Perez,2750000.0
133928.0,Aksesoris Buku,5,9/24/2013,Jill Perez,500000.0
133929.0,Alat Tulis,9,9/24/2013,Cynthia Nash,2025000.0
133929.0,Buku Sejarah,5,9/24/2013,Cynthia Nash,2250000.0
133929.0,Majalah Fashion,3,9/24/2013,Cynthia Nash,1080000.0
133929.0,Majalah Seni,1,9/24/2013,Cynthia Nash,20000.0
133929.0,Buku Fiksi,1,12/29/2013,Cynthia Nash,50000.0
133929.0,Novel Misteri,2,12/29/2013,Cynthia Nash,200000.0
133929.0,Buku Biografi,4,12/29/2013,Cynthia Nash,2400000.0
133929.0,Novel Romansa,2,12/29/2013,Cynthia Nash,80000.0
133930.0,Buku Sejarah,3,12/29/2013,Kelly Sanchez,540000.0
133930.0,Alat Tulis,4,12/29/2013,Kelly Sanchez,2400000.0
133930.0,Majalah Fashion,9,12/29/2013,Kelly Sanchez,2025000.0
133930.0,Majalah Seni,2,12/29/2013,Kelly Sanchez,40000.0
133930.0,Majalah Berita,9,12/29/2013,Kelly Sanchez,1620000.0
133930.0,Novel Romansa,4,12/29/2013,Kelly Sanchez,800000.0
133931.0,Alat Tulis,2,1/12/2014,Jaclyn Atkinson,600000.0
133931.0,Buku Sejarah,8,1/27/2014,Jaclyn Atkinson,160000.0
133931.0,Majalah Fashion,2,1/27/2014,Jaclyn Atkinson,80000.0
133931.0,Buku Biografi,7,1/27/2014,Jaclyn Atkinson,140000.0
133932.0,Alat Tulis,8,1/27/2014,Chad Harrington,1280000.0
133932.0,Buku Anak-Anak,6,1/27/2014,Chad Harrington,3960000.0
133932.0,Novel Fiksi Ilmiah,7,1/27/2014,Chad Harrington,140000.0
133932.0,Buku Fiksi,4,1/27/2014,Chad Harrington,2400000.0
133932.0,Buku Biografi,1,1/27/2014,Chad Harrington,20000.0
133932.0,Aksesoris Buku,6,2/12/2014,Chad Harrington,4320000.0
133933.0,Novel Romansa,4,2/12/2014,Tina Alexander,1600000.0
133933.0,Majalah Seni,9,2/12/2014,Tina Alexander,8910000.0
133933.0,Aksesoris Buku,4,2/12/2014,Tina Alexander,320000.0
133933.0,Majalah Fashion,9,2/12/2014,Tina Alexander,1620000.0
133934.0,Alat Tulis,7,2/12/2014,Perry Morse,140000.0
133934.0,Majalah Seni,9,2/12/2014,Perry Morse,12150000.0
133934.0,Majalah Berita,9,2/12/2014,Perry Morse,4860000.0
133934.0,Buku Biografi,5,2/12/2014,Perry Morse,100000.0
133934.0,Aksesoris Buku,1,2/12/2014,Perry Morse,20000.0
133935.0,Alat Tulis,1,2/12/2014,Monica Mccoy,120000.0
133935.0,Majalah Fashion,1,2/12/2014,Monica Mccoy,120000.0
133935.0,Majalah Seni,4,2/12/2014,Monica Mccoy,1920000.0
133935.0,Novel Misteri,2,2/12/2014,Monica Mccoy,200000.0
133935.0,Buku Biografi,8,4/13/2014,Monica Mccoy,7680000.0
133935.0,Novel Romansa,8,4/13/2014,Monica Mccoy,1280000.0
133936.0,Alat Tulis,8,4/13/2014,Benjamin Johnson,3200000.0
133936.0,Buku Sejarah,9,4/13/2014,Benjamin Johnson,4860000.0
133936.0,Buku Anak-Anak,1,4/13/2014,Benjamin Johnson,20000.0
133936.0,Majalah Seni,9,4/13/2014,Benjamin Johnson,8910000.0
133936.0,Novel Misteri,6,4/13/2014,Benjamin Johnson,4320000.0
133936.0,Aksesoris Buku,5,4/13/2014,Benjamin Johnson,3750000.0
133937.0,Alat Tulis,9,4/13/2014,Charles Lee,1620000.0
133937.0,Majalah Seni,5,4/13/2014,Charles Lee,1250000.0
133937.0,Majalah Berita,9,4/13/2014,Charles Lee,1620000.0
133937.0,Novel Misteri,3,4/13/2014,Charles Lee,900000.0
133937.0,Novel Romansa,2,4/13/2014,Charles Lee,480000.0
133937.0,Aksesoris Buku,2,4/13/2014,Charles Lee,80000.0
133938.0,Majalah Berita,5,4/13/2014,Douglas Davenport,3000000.0
133938.0,Buku Fiksi,7,4/13/2014,Douglas Davenport,1225000.0
133938.0,Buku Sejarah,5,4/13/2014,Douglas Davenport,3000000.0
133938.0,Aksesoris Buku,5,4/13/2014,Douglas Davenport,2750000.0
133939.0,Alat Tulis,5,7/10/2014,Jasmine English,2250000.0
133939.0,Buku Sejarah,3,7/10/2014,Jasmine English,1170000.0
133939.0,Buku Anak-Anak,2,10/11/2014,Jasmine English,520000.0
133939.0,Novel Fiksi Ilmiah,2,10/11/2014,Jasmine English,240000.0
133939.0,Novel Romansa,8,10/11/2014,Jasmine English,5760000.0
133939.0,Aksesoris Buku,5,10/11/2014,Jasmine English,500000.0
133940.0,Alat Tulis,4,10/11/2014,Michael Barrera,1920000.0
133940.0,Buku Anak-Anak,6,10/11/2014,Michael Barrera,900000.0
133940.0,Majalah Seni,8,10/11/2014,Michael Barrera,7680000.0
133940.0,Buku Fiksi,8,10/11/2014,Michael Barrera,5760000.0
133940.0,Buku Biografi,7,10/11/2014,Michael Barrera,2940000.0
133940.0,Novel Misteri,2,10/11/2014,Michael Barrera,440000.0
133940.0,Novel Romansa,9,10/11/2014,Michael Barrera,8910000.0
133941.0,Buku Fiksi,9,10/11/2014,Bryan Powell,10530000.0
133941.0,Buku Sejarah,6,10/11/2014,Bryan Powell,720000.0
133941.0,Novel Misteri,4,10/11/2014,Bryan Powell,1920000.0
133941.0,Novel Fiksi Ilmiah,4,10/11/2014,Bryan Powell,320000.0
133942.0,Alat Tulis,1,10/11/2014,Bobby Nelson,50000.0
133942.0,Buku Fiksi,6,10/11/2014,Bobby Nelson,3960000.0
133942.0,Buku Sejarah,5,11/19/2014,Bobby Nelson,3750000.0
133942.0,Buku Anak-Anak,8,11/19/2014,Bobby Nelson,9600000.0
133943.0,Alat Tulis,9,1/1/2015,Ronald Mcneil,9720000.0
133943.0,Buku Anak-Anak,3,1/13/2015,Ronald Mcneil,180000.0
133943.0,Majalah Seni,8,1/13/2015,Ronald Mcneil,1600000.0
133943.0,Novel Fiksi Ilmiah,9,1/13/2015,Ronald Mcneil,10530000.0
133943.0,Buku Fiksi,2,1/13/2015,Ronald Mcneil,80000.0
133943.0,Novel Misteri,6,1/13/2015,Ronald Mcneil,900000.0
133943.0,Aksesoris Buku,2,1/13/2015,Ronald Mcneil,80000.0
133944.0,Alat Tulis,6,1/13/2015,Christopher Hughes,3600000.0
133944.0,Buku Sejarah,9,1/13/2015,Christopher Hughes,10530000.0
133944.0,Buku Anak-Anak,6,1/13/2015,Christopher Hughes,720000.0
133944.0,Novel Fiksi Ilmiah,3,1/13/2015,Christopher Hughes,180000.0
133944.0,Buku Fiksi,7,1/13/2015,Christopher Hughes,980000.0
133944.0,Buku Biografi,4,1/13/2015,Christopher Hughes,1440000.0
133944.0,Novel Romansa,1,1/13/2015,Christopher Hughes,50000.0
133944.0,Aksesoris Buku,8,1/13/2015,Christopher Hughes,1280000.0
133945.0,Alat Tulis,5,1/13/2015,Jerome Mayo,2250000.0
133945.0,Buku Anak-Anak,9,1/13/2015,Jerome Mayo,180000.0
133945.0,Majalah Seni,9,1/13/2015,Jerome Mayo,7290000.0
133945.0,Majalah Berita,9,1/13/2015,Jerome Mayo,8100000.0
133945.0,Novel Fiksi Ilmiah,2,1/13/2015,Jerome Mayo,240000.0
133945.0,Novel Misteri,7,1/13/2015,Jerome Mayo,4900000.0
133945.0,Aksesoris Buku,8,1/13/2015,Jerome Mayo,6400000.0
133946.0,Majalah Fashion,6,1/13/2015,Krista Jones,1800000.0
133946.0,Majalah Seni,2,1/13/2015,Krista Jones,240000.0
133946.0,Novel Misteri,9,1/13/2015,Krista Jones,1620000.0
133946.0,Novel Romansa,6,1/13/2015,Krista Jones,1800000.0
133946.0,Aksesoris Buku,1,1/13/2015,Krista Jones,60000.0
133947.0,Buku Sejarah,6,1/13/2015,Michael Wells,4320000.0
133947.0,Alat Tulis,2,1/13/2015,Michael Wells,440000.0
133947.0,Majalah Fashion,5,1/13/2015,Michael Wells,625000.0
133947.0,Novel Fiksi Ilmiah,7,1/13/2015,Michael Wells,1225000.0
133947.0,Novel Misteri,8,1/13/2015,Michael Wells,7040000.0
133947.0,Buku Biografi,6,1/13/2015,Michael Wells,120000.0
133947.0,Novel Romansa,3,1/13/2015,Michael Wells,1080000.0
133947.0,Aksesoris Buku,5,1/13/2015,Michael Wells,2500000.0
133948.0,Alat Tulis,4,1/13/2015,Ryan Buchanan,800000.0
133948.0,Buku Anak-Anak,8,1/13/2015,Ryan Buchanan,3200000.0
133948.0,Majalah Fashion,2,1/13/2015,Ryan Buchanan,100000.0
133948.0,Majalah Seni,1,1/13/2015,Ryan Buchanan,100000.0
133948.0,Majalah Berita,7,1/13/2015,Ryan Buchanan,4900000.0
133948.0,Buku Fiksi,3,1/13/2015,Ryan Buchanan,1170000.0
133948.0,Buku Biografi,3,1/13/2015,Ryan Buchanan,225000.0
133948.0,Aksesoris Buku,7,1/13/2015,Ryan Buchanan,4410000.0
133949.0,Novel Romansa,2,1/13/2015,James Mcintosh,600000.0
133949.0,Alat Tulis,1,1/13/2015,James Mcintosh,20000.0
133949.0,Buku Anak-Anak,9,1/13/2015,James Mcintosh,4860000.0
133949.0,Buku Sejarah,1,1/13/2015,James Mcintosh,25000.0
133950.0,Buku Sejarah,4,1/13/2015,Sharon Rivera,400000.0
133950.0,Alat Tulis,2,1/13/2015,Sharon Rivera,40000.0
133950.0,Novel Fiksi Ilmiah,7,1/13/2015,Sharon Rivera,2940000.0
133950.0,Buku Fiksi,5,1/13/2015,Sharon Rivera,2750000.0
133950.0,Novel Misteri,4,1/13/2015,Sharon Rivera,80000.0
133950.0,Novel Romansa,5,1/13/2015,Sharon Rivera,3000000.0
133950.0,Aksesoris Buku,6,1/13/2015,Sharon Rivera,3600000.0
133951.0,Alat Tulis,4,1/13/2015,Jamie Bennett,800000.0
133951.0,Buku Sejarah,3,1/13/2015,Jamie Bennett,450000.0
133951.0,Buku Anak-Anak,5,1/13/2015,Jamie Bennett,3000000.0
133951.0,Buku Biografi,3,1/13/2015,Jamie Bennett,1080000.0
133951.0,Novel Romansa,5,1/13/2015,Jamie Bennett,500000.0
133951.0,Aksesoris Buku,4,1/13/2015,Jamie Bennett,320000.0
133952.0,Buku Sejarah,3,1/13/2015,Dylan Ward,900000.0
133952.0,Alat Tulis,3,1/13/2015,Dylan Ward,990000.0
133952.0,Buku Anak-Anak,5,1/13/2015,Dylan Ward,3750000.0
133952.0,Majalah Fashion,8,1/13/2015,Dylan Ward,1280000.0
133952.0,Majalah Berita,1,1/13/2015,Dylan Ward,60000.0
133952.0,Buku Fiksi,8,2/1/2015,Dylan Ward,1280000.0
133952.0,Buku Biografi,1,2/1/2015,Dylan Ward,150000.0
133952.0,Novel Misteri,8,2/1/2015,Dylan Ward,3840000.0
133953.0,Buku Sejarah,8,2/16/2015,Jason Patterson,3200000.0
133953.0,Majalah Fashion,2,2/16/2015,Jason Patterson,360000.0
133953.0,Majalah Berita,9,5/17/2015,Jason Patterson,1620000.0
